"Record ID","Date and Time (SLT)","Temperature (C)","Humidity (%)","Air Quality (Gas)","Temperature Status","Humidity Status","Air Quality Status",Source,"Motor ON (Sprinkler)","Motor Run Time (sec)","Fan ON (Cooling)","Fan Run Time (sec)","Trigger Reason","Device ID",Notes
975,"2026-03-23 23:32:50",32.90,69.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6835,temperature,ESP32-ZONE-A,
976,"2026-03-23 23:33:07",32.90,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6852,temperature,ESP32-ZONE-A,
977,"2026-03-23 23:33:23",32.90,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6869,temperature,ESP32-ZONE-A,
978,"2026-03-23 23:33:40",32.90,69.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6885,temperature,ESP32-ZONE-A,
979,"2026-03-23 23:33:57",32.90,69.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6902,temperature,ESP32-ZONE-A,
980,"2026-03-23 23:34:14",32.90,69.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6919,temperature,ESP32-ZONE-A,
981,"2026-03-23 23:34:30",32.90,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6935,temperature,ESP32-ZONE-A,
982,"2026-03-23 23:34:47",32.90,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6952,temperature,ESP32-ZONE-A,
983,"2026-03-23 23:35:04",32.90,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6969,temperature,ESP32-ZONE-A,
984,"2026-03-23 23:35:21",32.90,70.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,6986,temperature,ESP32-ZONE-A,
985,"2026-03-23 23:35:38",32.90,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7002,temperature,ESP32-ZONE-A,
986,"2026-03-23 23:35:54",32.90,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7019,temperature,ESP32-ZONE-A,
987,"2026-03-23 23:36:11",32.90,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7036,temperature,ESP32-ZONE-A,
988,"2026-03-23 23:36:27",32.90,69.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7053,temperature,ESP32-ZONE-A,
989,"2026-03-23 23:36:44",32.90,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7069,temperature,ESP32-ZONE-A,
990,"2026-03-23 23:37:01",32.90,69.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7086,temperature,ESP32-ZONE-A,
991,"2026-03-23 23:37:17",32.90,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7102,temperature,ESP32-ZONE-A,
992,"2026-03-23 23:37:34",32.90,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7119,temperature,ESP32-ZONE-A,
993,"2026-03-23 23:37:50",32.90,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7136,temperature,ESP32-ZONE-A,
994,"2026-03-23 23:38:07",32.90,69.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7152,temperature,ESP32-ZONE-A,
995,"2026-03-23 23:38:24",32.90,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7169,temperature,ESP32-ZONE-A,
996,"2026-03-23 23:38:40",32.90,69.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7185,temperature,ESP32-ZONE-A,
997,"2026-03-23 23:38:57",32.90,69.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7202,temperature,ESP32-ZONE-A,
998,"2026-03-23 23:39:14",32.90,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7219,temperature,ESP32-ZONE-A,
999,"2026-03-23 23:39:31",32.90,69.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7236,temperature,ESP32-ZONE-A,
1000,"2026-03-23 23:39:47",32.90,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7252,temperature,ESP32-ZONE-A,
1001,"2026-03-23 23:40:04",32.90,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7269,temperature,ESP32-ZONE-A,
1002,"2026-03-23 23:40:21",32.90,69.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7286,temperature,ESP32-ZONE-A,
1003,"2026-03-23 23:40:37",32.90,69.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7303,temperature,ESP32-ZONE-A,
1004,"2026-03-23 23:40:54",32.90,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7319,temperature,ESP32-ZONE-A,
1005,"2026-03-23 23:41:11",32.90,69.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7336,temperature,ESP32-ZONE-A,
1006,"2026-03-23 23:41:28",32.90,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7353,temperature,ESP32-ZONE-A,
1007,"2026-03-23 23:41:44",32.90,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7369,temperature,ESP32-ZONE-A,
1008,"2026-03-23 23:42:01",32.90,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7386,temperature,ESP32-ZONE-A,
1009,"2026-03-23 23:42:18",32.90,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7403,temperature,ESP32-ZONE-A,
1010,"2026-03-23 23:42:34",32.90,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7420,temperature,ESP32-ZONE-A,
1011,"2026-03-23 23:42:51",32.90,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7436,temperature,ESP32-ZONE-A,
1012,"2026-03-23 23:43:08",32.90,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7453,temperature,ESP32-ZONE-A,
1013,"2026-03-23 23:43:25",32.90,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7470,temperature,ESP32-ZONE-A,
1014,"2026-03-23 23:43:41",32.90,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7486,temperature,ESP32-ZONE-A,
1015,"2026-03-23 23:43:58",32.90,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7503,temperature,ESP32-ZONE-A,
1016,"2026-03-23 23:44:15",32.90,69.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7520,temperature,ESP32-ZONE-A,
1017,"2026-03-23 23:44:31",32.90,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7536,temperature,ESP32-ZONE-A,
1018,"2026-03-23 23:44:48",32.90,69.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7553,temperature,ESP32-ZONE-A,
1019,"2026-03-23 23:45:05",32.90,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7570,temperature,ESP32-ZONE-A,
1020,"2026-03-23 23:45:22",32.90,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7587,temperature,ESP32-ZONE-A,
1021,"2026-03-23 23:45:38",32.90,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7603,temperature,ESP32-ZONE-A,
1022,"2026-03-23 23:45:55",32.90,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7620,temperature,ESP32-ZONE-A,
1023,"2026-03-23 23:46:12",32.90,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7637,temperature,ESP32-ZONE-A,
1024,"2026-03-23 23:46:29",32.90,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7654,temperature,ESP32-ZONE-A,
1025,"2026-03-23 23:46:45",32.90,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7670,temperature,ESP32-ZONE-A,
1026,"2026-03-23 23:47:02",32.80,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7687,temperature,ESP32-ZONE-A,
1027,"2026-03-23 23:47:19",32.90,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7704,temperature,ESP32-ZONE-A,
1028,"2026-03-23 23:47:36",32.90,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7721,temperature,ESP32-ZONE-A,
1029,"2026-03-23 23:47:53",32.80,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7738,temperature,ESP32-ZONE-A,
1030,"2026-03-23 23:48:09",32.90,69.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7754,temperature,ESP32-ZONE-A,
1031,"2026-03-23 23:48:26",32.90,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7771,temperature,ESP32-ZONE-A,
1032,"2026-03-23 23:48:43",32.90,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7788,temperature,ESP32-ZONE-A,
1033,"2026-03-23 23:48:59",32.90,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7804,temperature,ESP32-ZONE-A,
1034,"2026-03-23 23:49:16",32.80,69.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7821,temperature,ESP32-ZONE-A,
1035,"2026-03-23 23:49:33",32.90,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7838,temperature,ESP32-ZONE-A,
1036,"2026-03-23 23:49:50",32.90,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7855,temperature,ESP32-ZONE-A,
1037,"2026-03-23 23:50:06",32.80,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7871,temperature,ESP32-ZONE-A,
1038,"2026-03-23 23:50:23",32.90,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7888,temperature,ESP32-ZONE-A,
1039,"2026-03-23 23:50:39",32.90,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7905,temperature,ESP32-ZONE-A,
1040,"2026-03-23 23:50:56",32.90,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7921,temperature,ESP32-ZONE-A,
1041,"2026-03-23 23:51:13",32.90,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7938,temperature,ESP32-ZONE-A,
1042,"2026-03-23 23:51:30",32.80,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7955,temperature,ESP32-ZONE-A,
1043,"2026-03-23 23:51:46",32.80,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7971,temperature,ESP32-ZONE-A,
1044,"2026-03-23 23:52:03",32.80,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,7988,temperature,ESP32-ZONE-A,
1045,"2026-03-23 23:52:20",32.90,69.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8005,temperature,ESP32-ZONE-A,
1046,"2026-03-23 23:52:37",32.80,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8022,temperature,ESP32-ZONE-A,
1047,"2026-03-23 23:52:53",32.90,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8038,temperature,ESP32-ZONE-A,
1048,"2026-03-23 23:53:10",32.90,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8055,temperature,ESP32-ZONE-A,
1049,"2026-03-23 23:53:26",32.80,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8072,temperature,ESP32-ZONE-A,
1050,"2026-03-23 23:53:43",32.90,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8088,temperature,ESP32-ZONE-A,
1051,"2026-03-23 23:54:00",32.80,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8105,temperature,ESP32-ZONE-A,
1052,"2026-03-23 23:54:17",32.80,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8122,temperature,ESP32-ZONE-A,
1053,"2026-03-23 23:54:33",32.90,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8138,temperature,ESP32-ZONE-A,
1054,"2026-03-23 23:54:50",32.80,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8155,temperature,ESP32-ZONE-A,
1055,"2026-03-23 23:55:07",32.80,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8172,temperature,ESP32-ZONE-A,
1056,"2026-03-23 23:55:24",32.80,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8189,temperature,ESP32-ZONE-A,
1057,"2026-03-23 23:55:40",32.80,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8205,temperature,ESP32-ZONE-A,
1058,"2026-03-23 23:55:57",32.80,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8222,temperature,ESP32-ZONE-A,
1059,"2026-03-23 23:56:14",32.80,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8239,temperature,ESP32-ZONE-A,
1060,"2026-03-23 23:56:30",32.90,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8255,temperature,ESP32-ZONE-A,
1061,"2026-03-23 23:56:47",32.80,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8272,temperature,ESP32-ZONE-A,
1062,"2026-03-23 23:57:04",32.80,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8289,temperature,ESP32-ZONE-A,
1063,"2026-03-23 23:57:20",32.80,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8306,temperature,ESP32-ZONE-A,
1064,"2026-03-23 23:57:37",32.80,69.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8322,temperature,ESP32-ZONE-A,
1065,"2026-03-23 23:57:54",32.80,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8339,temperature,ESP32-ZONE-A,
1066,"2026-03-23 23:58:10",32.80,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8355,temperature,ESP32-ZONE-A,
1067,"2026-03-23 23:58:27",32.80,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8372,temperature,ESP32-ZONE-A,
1068,"2026-03-23 23:58:44",32.80,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8389,temperature,ESP32-ZONE-A,
1069,"2026-03-23 23:59:00",32.80,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8405,temperature,ESP32-ZONE-A,
1070,"2026-03-23 23:59:17",32.80,69.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8422,temperature,ESP32-ZONE-A,
1071,"2026-03-23 23:59:34",32.80,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8439,temperature,ESP32-ZONE-A,
1072,"2026-03-23 23:59:50",32.80,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,8456,temperature,ESP32-ZONE-A,

"# SUMMARY","Total Records",1072
"# Generated","2026-03-23 21:33:18 SLT"
